PTTAX,VTSMX,AGTHX,VFINX,VBMFX
10.024129,59.419087,45.59,219.705847,10.578124
10.044077,59.379258,45.580002,219.417121,10.598082
10.054051,59.229887,45.490002,218.988992,10.618041
10.074,58.393419,44.84,216.270004,10.638
10.083974,58.493001,44.950001,216.690002,10.647979
10.083974,58.48,44.880001,216.460007,10.638
10.083974,58.439999,44.889999,216.279999,10.647979
10.083974,58.41,44.93,216.059998,10.667937
10.064026,58.830002,45.25,217.619995,10.638
10.093948,58.93,45.470001,217.899994,10.657959
10.074,59.130001,45.509998,218.550003,10.638
10.12,59.040001,45.450001,218.050003,10.68
10.16,58.880001,45.369999,217.699997,10.71
10.15,58.91,45.470001,217.860001,10.7
10.16,58.669998,45.330002,217.220001,10.71
10.16,58.869999,45.439999,217.699997,10.71
10.13,58.82,45.380001,217.520004,10.68
10.15,58.880001,45.5,217.679993,10.69
10.19,58.869999,45.439999,217.389999,10.73
10.2,58.580002,45.209999,216.580002,10.75
10.22,58.169998,44.939999,215.110001,10.77
10.21,58.689999,45.34,216.949997,10.76
10.25,58.549999,45.18,216.330002,10.8
10.23,58.5,45.060001,215.990005,10.78
10.21,58.970001,45.41,217.619995,10.76
